관리번호,소재지도로명주소,소재지지번주소,위도,경도,상세위치,제설함규격,염화칼슘주머니수,염화칼슘배치량,모래주머니수,모래배치량,관리기관명,데이터기준일자
은평-034,서울특별시 은평구 은평터널로 176,,37.594222,126.908331,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-035,서울특별시 은평구 은평터널로 188,,37.595267,126.908828,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-036,서울특별시 은평구 통일로 586,,37.59964368,126.937531,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-037,서울특별시 은평구 통일로 596,,37.600136,126.936467,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-038,서울특별시 은평구 통일로 780,,37.61582623,126.9285674,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-039,서울특별시 은평구 통일로 790,,37.61523052,126.925968,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-040,서울특별시 은평구 통일로 796,,37.616344,126.925756,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-041,서울특별시 은평구 통일로 928,,37.625718,126.920332,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-042,서울특별시 은평구 통일로 952,,37.627862,126.919827,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-043,서울특별시 은평구 통일로 1050,,37.63753667,126.9179003,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-044,서울특별시 은평구 통일로 1021,,37.6336094,126.9161525,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-045,서울특별시 은평구 통일로 953,,37.628136,126.919211,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-046,서울특별시 은평구 통일로 829,,37.617438,126.922217,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-047,서울특별시 은평구 통일로 803,,37.615666,126.924448,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-048,서울특별시 은평구 통일로 595,,37.599909,126.936006,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-017,서울특별시 은평구 가좌로 330,,37.596839,126.908847,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-050,서울특별시 은평구 통일로 579,,37.598648,126.937179,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-051,서울특별시 은평구 진흥로 274,,37.610424,126.939552,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-052,,서울특별시 은평구 녹번동 산1-55,37.61010187,126.9430018,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-053,,서울특별시 은평구 녹번동 산1-56,37.60996862,126.9471021,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-054,,서울특별시 은평구 불광동 산42-1,37.61748643,126.9473035,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-055,,서울특별시 은평구 불광동 산42-1,37.61748643,126.9473035,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-056,서울특별시 은평구 진흥로 267,,37.61185227,126.9388742,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-057,서울특별시 은평구 불광로 146,,37.620392,126.932526,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-058,서울특별시 은평구 불광로 170,,37.621783,126.931655,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-059,서울특별시 은평구 불광로 204,,37.624264,126.929645,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-060,서울특별시 은평구 불광로 207,,37.624441,126.929083,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-061,서울특별시 은평구 불광로 169,,37.62175683,126.9313391,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-062,서울특별시 은평구 불광로 153,,37.62014926,126.931919,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-063,,서울특별시 은평구 응암동 123-35,37.59463677,126.915042,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-064,서울특별시 은평구 연서로 366,,37.627753,126.929501,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-033,서울특별시 은평구 은평터널로 164,,37.59386051,126.9086431,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-066,서울특별시 은평구 연서로46길 7,,37.633941,126.9326829,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-067,서울특별시 은평구 연서로 534,,37.64097221,126.9379431,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-068,서울특별시 은평구 진관길 1,,37.64240557,126.938934,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-069,서울특별시 은평구 진관길 11-21,,37.64361066,126.939552,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-070,,서울특별시 은평구 진관동 129,37.642543,126.938529,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-071,서울특별시 은평구 연서로 535,,37.64163759,126.9369302,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-072,서울특별시 은평구 연서로 322,,37.623967,126.928411,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-073,서울특별시 은평구 진관4로 17,,37.643645,126.922911,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-074,서울특별시 은평구 북한산로 216,,37.65022123,126.9358714,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-075,,서울특별시 은평구 진관동 5-1,37.64857919,126.9281777,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-076,서울특별시 은평구 서오릉로 258,,37.617679,126.906807,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-077,,서울특별시 은평구 갈현동 산131-22,37.61901594,126.9059808,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-078,서울특별시 은평구 서오릉로 277,,37.618781,126.905628,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-079,서울특별시 은평구 서오릉로 273,,37.618402,126.905787,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-080,,서울특별시 은평구 진관동 107-2,37.63167699,126.9285794,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-049,서울특별시 은평구 통일로 583,,37.598922,126.936898,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-081,,서울특별시 은평구 진관동 107-2,37.631687,126.9285794,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-082,,서울특별시 은평구 진관동 8-2,37.64423131,126.9292857,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-083,,서울특별시 은평구 진관동 8-2,37.644243,126.9292111,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-084,,서울특별시 은평구 진관동 27-4,37.64275268,126.917045,간선도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
은평-085,,서울특별시 은평구 진관동 27-4,37.642719,126.917091,간선도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
은평-086,서울특별시 은평구 수색로 190-2,,37.57847195,126.9016245,간선도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
은평-087,서울특별시 은평구 갈현로 133,,37.609853,126.9109219,간선도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
은평-088,서울특별시 은평구 은평로 245,,37.60110498,126.9351461,간선도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-001,서울특별시 은평구 은평로21길 6-24,,37.602554,126.9338692,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-002,서울특별시 은평구 은평로21가길 9,,37.60385786,126.929605,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-003,서울특별시 은평구 은평로21가길 17-3,,37.604658,126.930177,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-004,서울특별시 은평구 녹번로 54,,37.60574129,126.9308392,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-005,서울특별시 은평구 녹번로3길 2,,37.6056316,126.928542,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-006,서울특별시 은평구 녹번로4길 6,,37.605354,126.9302355,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-007,서울특별시 은평구 녹번로4길 10,,37.605042,126.9306448,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-008,서울특별시 은평구 녹번로6가길 7,,37.605227,126.9316876,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
은평-065,,서울특별시 은평구 진관동 149-17,37.633758,126.932144,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-018,서울특별시 은평구 가좌로 344,,37.59791864,126.9074653,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-019,서울특별시 은평구 가좌로 377,,37.599334,126.904899,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-020,서울특별시 은평구 가좌로 361,,37.59755372,126.9046049,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-021,서울특별시 은평구 은평로 15,,37.597528,126.909713,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-022,서울특별시 은평구 은평로 5,,37.596767,126.909211,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-023,서울특별시 은평구 은평로 6,,37.596605,126.909711,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-024,서울특별시 은평구 은평로 14,,37.597279,126.910067,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-025,서울특별시 은평구 은평터널로 187,,37.595368,126.908529,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-026,서울특별시 은평구 은평터널로 169,,37.594066,126.907779,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-027,서울특별시 은평구 은평터널로 159,,37.593042,126.907096,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-028,서울특별시 은평구 은평터널로 125,,37.590691,126.904907,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-029,서울특별시 은평구 은평터널로 65,,37.58690845,126.8992289,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-030,서울특별시 은평구 은평터널로 64,,37.586395,126.900959,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-031,서울특별시 은평구 은평터널로 124,,37.59032158,126.904976,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-032,서울특별시 은평구 은평터널로 150,,37.592293,126.907383,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-001,서울특별시 은평구 백련산로 147,,37.598331,126.925231,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-002,서울특별시 은평구 응암로30길 16,,37.59505946,126.9208809,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-003,서울특별시 은평구 응암로30길 16,,37.59505946,126.9208809,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-004,서울특별시 은평구 백련산로 67,,37.59225619,126.9220714,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-005,서울특별시 은평구 백련산로 67,,37.59225619,126.9220714,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-006,서울특별시 은평구 백련산로 37,,37.58941333,126.9222745,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-007,서울특별시 은평구 백련산로 21,,37.587474,126.922561,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-008,서울특별시 은평구 백련산로 38,,37.58927061,126.923088,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-009,서울특별시 은평구 백련산로 38,,37.58927061,126.923081,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-010,서울특별시 은평구 가좌로 162,,37.586173,126.922489,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-011,서울특별시 은평구 가좌로 170,,37.58666105,126.921968,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-012,서울특별시 은평구 가좌로 194,,37.588168,126.919996,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-013,서울특별시 은평구 가좌로 200,,37.588521,126.9196846,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-014,서울특별시 은평구 가좌로 195,,37.588035,126.919507,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-015,서울특별시 은평구 가좌로 175,,37.58671986,126.921112,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
은평-016,,서울특별시 은평구 응암동 691,37.58615814,126.9221723,간선도로 옆,1200*700*800,7,100,0,0,서울특별시 은평구청,2025-06-26
녹번-009,서울특별시 은평구 녹번로6가길 14,,37.60486623,126.931192,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-010,서울특별시 은평구 통일로53길 12,,37.60391426,126.9335135,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-011,서울특별시 은평구 통일로53길 17-1,,37.604077,126.932849,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-012,서울특별시 은평구 통일로57길 14,,37.60448745,126.9331575,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-013,서울특별시 은평구 통일로59길 13,,37.60507553,126.9326842,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-014,서울특별시 은평구 통일로 578-21,,37.599172,126.9384885,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-015,서울특별시 은평구 통일로 580-2,,37.598861,126.9378322,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-016,서울특별시 은평구 통일로 586-35,,37.60001171,126.9386696,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-017,서울특별시 은평구 통일로 625-16,,37.60291393,126.9343902,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-018,서울특별시 은평구 통일로 631-10,,37.60322624,126.934276,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-019,서울특별시 은평구 진흥로16길 7-10,,37.60947193,126.939591,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-020,서울특별시 은평구 진흥로16길 8-4,,37.60972196,126.938898,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-021,서울특별시 은평구 진흥로16길 17,,37.608907,126.9395148,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-022,서울특별시 은평구 진흥로16길 18,,37.608941,126.939259,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-023,서울특별시 은평구 진흥로16길 19-8,,37.608461,126.9399401,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-024,,서울특별시 은평구 녹번동 산1-59,37.60946294,126.9376033,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-025,서울특별시 은평구 진흥로18길 14,,37.60955628,126.9402886,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-026,서울특별시 은평구 녹번로4길 14,,37.604913,126.9307516,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-027,서울특별시 은평구 녹번로 60-6,,37.605821,126.9311134,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-028,서울특별시 은평구 진흥로 272-16,,37.609901,126.939613,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-029,서울특별시 은평구 진흥로16길 25,,37.60836442,126.939693,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-030,서울특별시 은평구 통일로 665-14,,37.605913,126.9331198,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-031,서울특별시 은평구 통일로 578-24,,37.59877971,126.938504,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-032,서울특별시 은평구 은평로21가길 19,,37.60457696,126.930431,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-033,서울특별시 은평구 녹번로6길 5,,37.60603051,126.931738,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-034,서울특별시 은평구 녹번로6길 12-8,,37.60533146,126.9319893,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-035,서울특별시 은평구 진흥로18길 3,,37.6103505,126.9401078,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-036,서울특별시 은평구 통일로53길 8,,37.60397817,126.933838,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-037,서울특별시 은평구 통일로 586-19,,37.60024855,126.9375796,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-038,서울특별시 은평구 통일로 625-12,,37.60277675,126.9342942,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-039,서울특별시 은평구 은평로21가길 16,,37.604229,126.9302062,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-040,서울특별시 은평구 통일로62길 17,,37.60699389,126.9352047,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-041,서울특별시 은평구 통일로 610,,37.60198245,126.9359478,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-042,서울특별시 은평구 통일로 630,,37.60284497,126.9359558,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-043,서울특별시 은평구 진흥로272-6,,37.61019829,126.9395179,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-044,서울특별시 은평구 진흥로16길 5,,37.60995986,126.9392919,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-045,서울특별시 은평구 진흥로16길 19-1,,37.608711,126.9396626,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
녹번-046,서울특별시 은평구 통일로 650,,37.60656331,126.9350586,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-001,서울특별시 은평구 진흥로15길 12-13,,37.61073087,126.9325415,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-002,서울특별시 은평구 통일로72길 30-63,,37.61741586,126.9258082,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-003,서울특별시 은평구 통일로72길 30-41,,37.61740024,126.9269082,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-004,서울특별시 은평구 통일로72길 30-50,,37.617511,126.9254653,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-005,서울특별시 은평구 통일로72길 30-45,,37.61739052,126.9266363,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-006,서울특별시 은평구 통일로72길 30-18,,37.61789601,126.9258358,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-007,서울특별시 은평구 통일로72길 30,,37.61846944,126.925131,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-008,서울특별시 은평구 통일로78가길 16,,37.618351,126.926262,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-009,서울특별시 은평구 통일로78가길 23,,37.61813524,126.927131,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-010,서울특별시 은평구 통일로78가길 27,,37.61806897,126.927668,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-011,서울특별시 은평구 통일로78가길 31,,37.61797934,126.928172,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-012,서울특별시 은평구 통일로78가길 33-10,,37.61839239,126.9284986,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
